"id","description","price"
"26927","warranty from producer","150"
"26928","special price","20"
"26929","discount item","10"
"26930","goods with gift","15"
"26931","","16"
"26932","regular price","1"
"26933","available in credit","2"
"26934","2 for price 1","3"
"26935","warranty from producer","4"
"26936","special price","4"
"26937","discount item","3"
"26938","goods with gift","2"
"26939","","1"
"26940","regular price","1"
"26941","available in credit","2"
"26942","2 for price 1","2"
"26943","warranty from producer","1"
"26944","special price","1"
"26945","discount item","2"
"26946","goods with gift","3"
"26947","","3"
"26948","regular price","7"
"26949","available in credit","6"
"26950","2 for price 1","8"
"26951","warranty from producer","9"
"26952","special price","3"
"26953","discount item","2"
"26954","goods with gift","4"
"26955","","5"
"26956","regular price","1"
"26957","2 for price 1","2"
"26958","available in credit","2"
"26959","warranty from producer","1"
"26960","special price","5"
"26961","discount item","4"
"26962","goods with gift","3"
"26963","","2"
"26964","regular price","1"
"26965","available in credit","5"
"26966","2 for price 1","4"
"26967","warranty from producer","5"
"26968","special price","4"
"26969","discount item","1"
"26970","goods with gift","2"
"26971","","3"
"26972","regular price","4"
"26973","available in credit","5"
"26974","2 for price 1","2"
"26975","warranty from producer","1"
"26976","special price","1"
"26977","discount item","2"
"26978","goods with gift","2"
"26979","","2"
"26980","regular price","1"
"26981","2 for price 1","1"
"26982","available in credit","1"
"26983","warranty from producer","2"
"26984","special price","3"
"26985","discount item","4"
"26986","goods with gift","1"
"26987","","2"
"26988","regular price","10"
"26989","available in credit","15"
"26990","2 for price 1","11"
"26991","warranty from producer","12"
"26992","special price","10"
"26993","discount item","15"
"26994","goods with gift","11"
"26995","","12"
"26996","special price","250"
"26997","discount item","300"
"26998","goods with gift","350"
"26999","","450"
"27000","regular price","1050"
"27001","available in credit","750"
"27002","2 for price 1","850"
"27003","warranty from producer","950"
"27004","special price","1150"
"27005","discount item","1250"
"27006","goods with gift","1050"
"27007","","1600"
"27008","regular price","1000"
"27009","available in credit","1050"
"27010","2 for price 1","950"
"27011","warranty from producer","960"
"27012","special price","150"
"27013","discount item","250"
"27014","goods with gift","350"
"27015","","450"
"27016","regular price","50"
"27017","warranty from producer","60"
"27018","available in credit","70"
"27019","2 for price 1","55"
"27020","special price","150"
"27021","discount item","140"
"27022","goods with gift","130"
"27023","","120"
"27024","regular price","50"
"27025","available in credit","100"
"27026","2 for price 1","90"
"27027","warranty from producer","80"
"27028","special price","10"
"27029","discount item","50"
"27030","goods with gift","20"
"27031","","25"
"27032","regular price","250"
"27033","available in credit","200"
"27034","2 for price 1","20"
"27035","warranty from producer","150"
"27036","special price","20"
"27037","discount item","10"
"27038","goods with gift","15"
"27039","","16"
"27040","regular price","1"
"27041","available in credit","2"
"27042","2 for price 1","3"
"27043","warranty from producer","4"
"27044","special price","4"
"27045","discount item","3"
"27046","goods with gift","2"
"27047","","1"
"27048","regular price","1"
"27049","available in credit","2"
"27050","2 for price 1","2"
"27051","warranty from producer","1"
"27052","special price","1"
"27053","discount item","2"
"27054","goods with gift","3"
"27055","","3"
"27056","regular price","7"
"27057","available in credit","6"
"27058","2 for price 1","8"
"27059","warranty from producer","9"
"27060","special price","3"
"27061","discount item","2"
"27062","goods with gift","4"
"27063","","5"
"27064","regular price","1"
"27065","2 for price 1","2"
"27066","available in credit","2"
"27067","warranty from producer","1"
"27068","special price","5"
"27069","discount item","4"
"27070","goods with gift","3"
"27071","","2"
"27072","regular price","1"
"27073","available in credit","5"
"27074","2 for price 1","4"
"27075","warranty from producer","5"
"27076","special price","4"
"27077","discount item","1"
"27078","goods with gift","2"
"27079","","3"
"27080","regular price","4"
"27081","available in credit","5"
"27082","2 for price 1","2"
"27083","warranty from producer","1"
"27084","special price","1"
"27085","discount item","2"
"27086","goods with gift","2"
"27087","","2"
"27088","regular price","1"
"27089","2 for price 1","1"
"27090","available in credit","1"
"27091","warranty from producer","2"
"27092","special price","3"
"27093","discount item","4"
"27094","goods with gift","1"
"27095","","2"
"27096","regular price","10"
"27097","available in credit","15"
"27098","2 for price 1","11"
"27099","warranty from producer","12"
"27100","special price","10"
"27101","discount item","15"
"27102","goods with gift","11"
"27103","","12"
"27104","special price","250"
"27105","discount item","300"
"27106","goods with gift","350"
"27107","","450"
"27108","regular price","1050"
"27109","available in credit","750"
"27110","2 for price 1","850"
"27111","warranty from producer","950"
"27112","special price","1150"
"27113","discount item","1250"
"27114","goods with gift","1050"
"27115","","1600"
"27116","regular price","1000"
"27117","available in credit","1050"
"27118","2 for price 1","950"
"27119","warranty from producer","960"
"27120","special price","150"
"27121","discount item","250"
"27122","goods with gift","350"
"27123","","450"
"27124","regular price","50"
"27125","warranty from producer","60"
"27126","available in credit","70"
"27127","2 for price 1","55"
"27128","special price","150"
"27129","discount item","140"
"27130","goods with gift","130"
"27131","","120"
"27132","regular price","50"
"27133","available in credit","100"
"27134","2 for price 1","90"
"27135","warranty from producer","80"
"27136","special price","10"
"27137","discount item","50"
"27138","goods with gift","20"
"27139","","25"
"27140","regular price","250"
"27141","available in credit","200"
"27142","2 for price 1","20"
"27143","warranty from producer","150"
"27144","special price","20"
"27145","discount item","10"
"27146","goods with gift","15"
"27147","","16"
"27148","regular price","1"
"27149","available in credit","2"
"27150","2 for price 1","3"
"27151","warranty from producer","4"
"27152","special price","4"
"27153","discount item","3"
"27154","goods with gift","2"
"27155","","1"
"27156","regular price","1"
"27157","available in credit","2"
"27158","2 for price 1","2"
"27159","warranty from producer","1"
"27160","special price","1"
"27161","discount item","2"
"27162","goods with gift","3"
"27163","","3"
"27164","regular price","7"
"27165","available in credit","6"
"27166","2 for price 1","8"
"27167","warranty from producer","9"
"27168","special price","3"
"27169","discount item","2"
"27170","goods with gift","4"
"27171","","5"
"27172","regular price","1"
"27173","2 for price 1","2"
"27174","available in credit","2"
"27175","warranty from producer","1"
"27176","special price","5"
"27177","discount item","4"
"27178","goods with gift","3"
"27179","","2"
"27180","regular price","1"
"27181","available in credit","5"
"27182","2 for price 1","4"
"27183","warranty from producer","5"
"27184","special price","4"
"27185","discount item","1"
"27186","goods with gift","2"
"27187","","3"
"27188","regular price","4"
"27189","available in credit","5"
"27190","2 for price 1","2"
"27191","warranty from producer","1"
"27192","special price","1"
"27193","discount item","2"
"27194","goods with gift","2"
"27195","","2"
"27196","regular price","1"
"27197","2 for price 1","1"
"27198","available in credit","1"
"27199","warranty from producer","2"
"27200","special price","3"
"27201","discount item","4"
"27202","goods with gift","1"
"27203","","2"
"27204","regular price","10"
"27205","available in credit","15"
"27206","2 for price 1","11"
"27207","warranty from producer","12"
"27208","special price","10"
"27209","discount item","15"
"27210","goods with gift","11"
"27211","","12"
"27212","special price","250"
"27213","discount item","300"
"27214","goods with gift","350"
"27215","","450"
"27216","regular price","1050"
"27217","available in credit","750"
"27218","2 for price 1","850"
"27219","warranty from producer","950"
"27220","special price","1150"
"27221","discount item","1250"
"27222","goods with gift","1050"
"27223","","1600"
"27224","regular price","1000"
"27225","available in credit","1050"
"27226","2 for price 1","950"
"27227","warranty from producer","960"
"27228","special price","150"
"27229","discount item","250"
"27230","goods with gift","350"
"27231","","450"
"27232","regular price","50"
"27233","warranty from producer","60"
"27234","available in credit","70"
"27235","2 for price 1","55"
"27236","special price","150"
"27237","discount item","140"
"27238","goods with gift","130"
"27239","","120"
"27240","regular price","50"
"27241","available in credit","100"
"27242","2 for price 1","90"
"27243","warranty from producer","80"
"27244","special price","10"
"27245","discount item","50"
"27246","goods with gift","20"
"27247","","25"
"27248","regular price","250"
"27249","available in credit","200"
"27250","2 for price 1","20"
"27251","warranty from producer","150"
"27252","special price","20"
"27253","discount item","10"
"27254","goods with gift","15"
"27255","","16"
"27256","regular price","1"
"27257","available in credit","2"
"27258","2 for price 1","3"
"27259","warranty from producer","4"
"27260","special price","4"
"27261","discount item","3"
"27262","goods with gift","2"
"27263","","1"
"27264","regular price","1"
"27265","available in credit","2"
"27266","2 for price 1","2"
"27267","warranty from producer","1"
